person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_term_days,Loan_Status,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
34,88773,29,12509,14.44,3600,1,0,0,0,0,0,0,0
47,44904,5,3333,16.57,1800,1,0,0,0,1,0,0,0
53,159148,28,28032,11.11,1080,1,0,1,0,0,0,0,0
21,19754,4,27715,10.83,1800,0,0,1,0,0,0,0,1
51,43780,4,4575,16.51,3600,1,1,0,0,0,0,0,0
42,28995,14,23470,9.38,360,1,0,1,0,0,0,0,1
41,76668,27,17430,5.86,360,1,0,0,0,0,0,1,0
44,30704,6,12046,18.35,1080,1,1,0,0,0,0,1,0
41,77640,13,7634,19.19,3600,1,0,0,0,0,0,0,1
41,53537,19,7535,14.17,1080,1,0,1,0,0,0,0,0
68,44908,27,5726,16.05,360,1,0,1,0,1,0,0,0
61,75598,29,30136,15.34,3600,0,1,0,0,1,0,0,0
25,50961,17,32066,13.05,720,1,0,1,0,0,0,0,1
34,31157,28,11905,14.0,1800,1,1,0,0,0,0,0,0
62,321522,24,31953,13.1,1080,1,0,1,0,0,0,0,0
56,44698,21,4980,6.7,1800,1,0,0,0,0,1,0,0
52,15826,24,10206,9.78,720,0,0,1,0,0,0,0,1
27,36125,23,31928,5.26,360,1,0,0,1,0,0,0,0
63,27990,16,23023,6.16,3600,0,0,1,1,0,0,0,0
63,98290,17,26187,12.62,720,1,1,0,0,0,0,1,0
24,72619,2,6483,7.67,1800,1,0,1,0,0,0,0,0
58,76056,28,25187,10.36,720,1,0,1,0,0,0,0,0
23,47953,4,25969,17.56,360,0,0,0,0,0,1,0,0
25,50634,13,20678,6.3,720,1,0,0,0,0,0,0,0
64,47927,3,23221,17.48,720,1,0,0,0,0,0,1,0
51,57027,6,33714,18.42,1080,1,1,0,0,0,0,0,1
49,98834,6,27698,9.78,3600,1,0,0,0,0,0,0,1
66,73250,0,20858,11.83,3600,0,0,1,0,0,0,1,0
54,80827,7,16445,11.18,1080,1,0,1,0,1,0,0,0
59,80800,19,25490,7.17,3600,1,0,0,0,0,1,0,0
35,101789,23,27475,6.41,360,1,0,0,0,0,0,0,1
32,71174,9,13838,11.75,1800,1,1,0,0,0,0,1,0
69,74258,8,4420,13.5,1800,1,0,1,0,0,0,0,0
61,122184,6,15633,12.33,720,1,0,1,0,0,0,0,1
49,40173,2,18243,15.2,3600,0,1,0,0,0,0,1,0
38,35830,11,6665,12.14,1080,1,0,0,0,0,1,0,0
36,29391,2,7307,17.95,1800,1,0,1,0,1,0,0,0
38,66819,4,34823,14.08,1800,0,0,0,0,0,0,0,1
47,19687,6,19513,8.39,3600,0,0,1,0,0,1,0,0
45,79007,29,30263,18.14,720,1,0,0,1,0,0,0,0
56,56077,11,4551,17.91,360,1,1,0,0,0,1,0,0
45,118276,22,21906,10.55,1080,1,0,0,0,0,0,1,0
42,40008,24,22637,7.84,360,1,0,0,0,0,0,0,0
28,52997,16,26395,16.68,360,0,1,0,0,0,0,0,1
31,117397,13,32309,5.9,1800,1,0,1,0,0,1,0,0
20,137294,4,2107,11.42,360,1,1,0,0,0,0,0,1
20,39811,4,28631,11.89,1080,0,0,1,0,0,0,0,1
66,66773,21,3603,14.44,1800,1,0,0,0,1,0,0,0
53,71442,27,29142,9.07,1080,1,0,1,0,0,0,1,0
51,74921,25,14433,10.32,720,1,0,0,0,0,0,1,0
67,51146,22,14095,19.3,360,1,0,1,1,0,0,0,0
44,129162,17,15425,18.09,1800,1,0,1,0,0,0,0,0
59,19267,13,26235,10.73,1800,0,0,1,1,0,0,0,0
64,46505,24,2245,19.5,1080,1,0,0,0,0,0,1,0
20,78335,2,24711,5.93,1800,1,1,0,1,0,0,0,0
35,78773,11,3886,9.56,3600,0,0,1,0,0,1,0,0
58,134814,4,5659,15.66,1080,1,0,1,0,1,0,0,0
24,122876,1,31484,14.0,1080,1,0,1,0,0,1,0,0
41,50446,13,34046,12.88,720,0,0,1,0,0,0,0,1
48,130603,6,12711,16.55,3600,1,0,0,1,0,0,0,0
22,39010,0,22955,19.66,360,0,1,0,0,1,0,0,0
31,104666,16,10554,15.46,720,1,0,1,1,0,0,0,0
45,177426,5,9414,11.49,360,1,0,1,0,0,0,1,0
35,124115,14,17319,15.25,720,1,0,1,1,0,0,0,0
56,63797,18,28183,12.93,360,1,0,0,0,1,0,0,0
41,49066,14,34994,14.49,3600,0,0,0,0,0,0,0,1
48,23928,6,26282,15.09,1800,0,0,0,0,0,0,1,0
33,72137,4,31240,19.9,360,1,0,0,0,0,0,0,1
47,30664,14,31742,12.45,1080,0,0,1,0,0,1,0,0
24,37202,2,14803,16.46,1080,1,0,0,0,0,0,1,0
66,29306,12,18361,19.25,360,0,0,1,0,0,0,0,0
68,45422,25,16561,8.3,360,1,0,0,0,0,0,0,1
49,58877,6,28230,10.75,1800,0,0,1,0,0,0,0,0
65,70556,12,25431,13.34,3600,0,0,1,0,0,0,0,0
24,41760,2,27563,10.92,1080,0,1,0,0,0,0,0,1
31,113728,12,30493,15.95,3600,0,0,1,0,0,0,1,0
35,52842,22,29608,7.49,1080,0,0,1,0,1,0,0,0
45,37323,7,3605,19.2,360,1,0,1,0,0,0,0,0
45,68581,4,22177,10.65,1800,1,0,0,0,0,0,1,0
67,194489,3,6540,18.72,1800,1,0,0,0,0,0,0,0
40,73210,16,8104,19.37,720,1,0,1,0,0,0,0,1
58,48160,19,2362,7.95,3600,1,0,1,1,0,0,0,0
55,23945,13,29492,13.46,360,0,0,0,0,1,0,0,0
52,52488,10,28117,16.43,3600,0,1,0,0,0,0,1,0
49,68937,9,7719,5.51,720,1,1,0,0,0,0,0,0
56,47450,0,9264,11.03,360,1,0,0,1,0,0,0,0
42,22043,6,3968,11.22,720,1,1,0,0,1,0,0,0
29,35941,5,7050,14.98,1080,1,0,1,1,0,0,0,0
24,143303,1,8213,12.82,3600,1,0,0,1,0,0,0,0
55,141548,23,7317,15.98,720,1,0,0,0,1,0,0,0
53,35172,14,12704,10.41,1080,1,1,0,0,0,0,0,1
50,89648,5,28910,11.11,720,1,0,0,0,0,0,0,1
29,29520,17,28344,11.11,3600,0,1,0,0,0,0,0,1
38,139050,1,18736,9.92,3600,1,1,0,0,0,0,0,1
51,69365,8,17983,6.17,720,1,0,1,0,0,0,1,0
20,105850,0,4346,11.87,1800,1,0,1,0,0,0,0,0
24,21395,2,31458,17.96,3600,0,1,0,0,0,0,1,0
64,89911,16,22581,11.38,1080,1,0,1,1,0,0,0,0
23,59599,3,6754,7.15,720,1,0,0,0,1,0,0,0
35,99823,29,10454,9.61,1080,1,0,1,0,0,0,0,0
43,103665,10,18233,16.37,1080,1,0,1,0,0,0,0,0
35,62284,23,15173,8.82,1080,1,0,1,0,1,0,0,0
21,41751,0,9023,5.89,3600,1,0,0,0,1,0,0,0
68,95589,6,12658,5.82,720,1,1,0,1,0,0,0,0
47,57751,14,32777,14.1,3600,0,0,0,0,0,1,0,0
51,35465,24,7949,18.47,720,1,0,1,0,1,0,0,0
46,34472,29,14987,8.9,720,1,1,0,0,0,0,0,0
39,24678,26,28674,19.82,1080,0,0,0,0,0,0,1,0
43,44082,28,15287,8.3,1800,1,0,0,0,0,0,0,0
31,116031,16,31542,10.19,1800,1,1,0,0,1,0,0,0
69,66615,11,4008,12.01,360,1,0,1,0,1,0,0,0
54,43570,12,12078,6.61,360,1,0,0,1,0,0,0,0
52,97043,20,7127,9.4,3600,1,1,0,1,0,0,0,0
52,36334,12,24364,14.02,1800,0,0,0,0,1,0,0,0
62,63399,7,1755,5.18,1080,1,1,0,0,0,0,1,0
56,53756,6,32136,12.25,360,1,0,1,1,0,0,0,0
31,95557,28,25361,14.89,3600,1,0,1,0,0,0,0,0
22,23240,4,16984,9.47,1800,0,1,0,0,0,0,0,1
20,35949,4,28004,18.07,1080,0,0,0,0,0,0,1,0
52,22405,2,5342,9.16,1080,1,0,0,1,0,0,0,0
59,51238,16,23418,18.68,1080,1,0,1,0,0,1,0,0
29,123853,15,13240,17.5,1800,1,0,1,0,0,1,0,0
62,44211,18,2436,8.5,360,1,0,1,0,0,0,0,1
63,44072,1,14524,5.94,1800,1,0,0,0,0,0,0,0
48,101016,20,26678,5.47,360,1,0,1,0,1,0,0,0
32,113678,13,23393,16.64,360,1,0,1,0,0,0,0,1
31,56775,15,15185,13.43,1800,1,1,0,0,0,0,0,0
50,90294,16,15189,7.66,720,1,1,0,0,1,0,0,0
65,31376,3,1669,7.46,1800,1,0,0,0,1,0,0,0
21,136869,4,18488,10.67,360,1,0,1,0,0,1,0,0
69,217341,8,9048,6.3,3600,1,0,1,1,0,0,0,0
54,81857,15,25518,15.37,3600,0,0,1,0,0,0,0,1
42,17143,15,16656,19.24,3600,0,1,0,1,0,0,0,0
36,42832,16,5687,11.21,1800,1,0,1,0,0,1,0,0
45,86482,2,25452,18.04,360,1,0,1,0,0,0,0,0
27,46495,21,1712,9.91,720,1,0,0,0,1,0,0,0
48,128453,20,21209,8.7,360,1,0,0,1,0,0,0,0
45,85211,27,5172,10.02,1800,1,0,0,0,0,1,0,0
29,39187,16,32892,8.13,720,1,0,0,0,0,0,1,0
45,61044,17,25134,8.55,1800,1,0,1,0,1,0,0,0
53,35020,17,5551,15.34,3600,0,0,1,0,0,0,0,1
60,53661,22,30334,17.97,720,1,0,0,0,0,0,0,0
26,42926,5,4872,10.72,720,1,1,0,0,0,0,0,0
23,121158,0,1532,13.87,720,1,0,0,0,0,0,1,0
69,213119,5,20788,7.4,3600,1,0,0,0,1,0,0,0
64,25369,0,28489,16.35,720,0,0,0,0,1,0,0,0
30,18883,28,8336,6.33,1800,1,0,0,0,0,0,0,1
48,51683,15,14029,7.68,1800,1,0,1,1,0,0,0,0
55,24075,16,12348,11.26,360,1,0,1,0,0,1,0,0
44,61557,3,32096,6.77,1080,1,1,0,0,0,1,0,0
40,93841,15,8922,18.44,3600,1,0,0,1,0,0,0,0
55,146749,25,28413,12.39,720,1,0,1,1,0,0,0,0
29,67564,21,14288,9.28,3600,1,0,1,0,0,0,0,1
56,53322,26,28624,7.08,3600,1,0,0,0,0,0,1,0
28,18269,21,17284,7.54,720,1,1,0,0,0,1,0,0
43,60822,20,20989,15.95,1080,1,0,1,0,0,0,1,0
54,62490,19,14038,18.22,1800,1,0,1,0,0,0,0,1
68,87848,1,6931,14.67,3600,1,0,0,1,0,0,0,0
54,39140,22,17264,10.35,720,1,0,0,0,1,0,0,0
67,46118,11,15858,8.91,720,1,0,0,0,0,1,0,0
55,24666,15,30109,12.31,3600,0,1,0,0,0,0,1,0
37,15141,5,7680,9.52,1800,1,0,0,0,0,0,0,0
68,30788,15,4660,12.43,1800,1,0,1,0,0,1,0,0
58,23337,6,23095,5.17,1080,0,1,0,0,0,0,0,0
51,73278,13,20499,18.24,3600,0,0,1,0,0,0,0,0
43,43875,2,25949,13.83,720,1,1,0,0,0,0,0,0
42,43349,0,19450,12.35,1800,1,0,1,0,0,0,0,0
51,33168,16,12705,12.2,3600,1,0,0,0,1,0,0,0
56,8608,19,26276,16.47,1080,0,0,1,0,0,1,0,0
31,148002,3,25795,13.2,1800,1,0,0,0,0,0,0,0
68,32854,6,34064,14.62,720,0,0,0,0,1,0,0,0
32,46748,28,24031,16.96,720,1,0,1,0,0,1,0,0
42,25010,6,23697,17.83,1800,0,0,0,1,0,0,0,0
44,107275,3,17080,13.28,360,1,0,0,0,0,0,1,0
54,65254,6,33700,13.76,1800,1,1,0,0,0,0,1,0
60,36467,7,8797,15.27,1080,1,0,1,0,0,0,1,0
49,47318,8,9454,12.08,3600,1,0,0,1,0,0,0,0
36,163882,21,20801,18.55,3600,1,0,1,0,0,0,1,0
68,57309,14,20896,13.15,720,1,0,1,0,1,0,0,0
39,53688,3,8609,18.86,1800,1,0,1,1,0,0,0,0
67,34035,25,5793,17.05,1080,1,0,1,0,0,0,0,1
44,19211,17,3879,10.45,1800,1,0,0,0,0,1,0,0
41,54392,24,20663,14.96,1800,1,0,0,0,0,0,0,1
32,72786,11,4859,15.75,360,1,0,1,1,0,0,0,0
38,115815,22,32377,12.02,1800,1,0,0,0,0,0,0,0
68,15535,5,29955,15.6,1800,0,1,0,1,0,0,0,0
55,30483,3,27104,8.61,1080,0,0,1,0,1,0,0,0
31,42258,3,33880,9.34,720,1,0,1,0,0,1,0,0
60,59749,17,20817,14.66,3600,1,0,0,0,0,0,0,1
38,54884,0,22950,12.24,3600,1,0,0,1,0,0,0,0
31,55658,20,10842,10.75,360,1,0,1,0,0,1,0,0
28,76485,5,9832,6.0,3600,1,0,1,0,0,0,0,0
26,34822,25,15229,19.76,1800,0,0,1,0,1,0,0,0
47,104870,8,6781,8.42,1080,1,0,0,0,0,0,0,1
33,77658,16,5556,14.34,1800,1,0,0,0,0,0,0,1
50,49419,20,17196,16.88,1800,1,1,0,0,0,0,1,0
38,156458,10,15110,12.62,1800,1,0,1,0,0,0,0,1
66,152336,28,4919,13.69,1080,1,1,0,0,0,0,1,0
35,104792,20,2053,12.97,360,1,0,0,0,0,0,0,1
24,9787,4,26945,14.55,720,0,0,0,0,0,0,0,1
54,154410,10,21616,11.25,720,1,0,0,1,0,0,0,0
31,96457,26,14065,10.34,720,1,0,0,0,0,0,0,0
44,199555,3,9920,19.78,3600,1,1,0,0,1,0,0,0
40,125803,12,31332,10.6,1080,1,0,0,0,0,0,0,0
55,154354,28,23111,11.7,1080,1,0,0,0,0,0,0,1
42,101436,18,29289,7.43,1080,1,0,1,0,0,0,0,1
35,134486,2,11717,17.41,720,1,0,0,0,0,0,1,0
58,198089,21,17550,16.6,1800,1,0,0,0,0,0,0,0
64,68181,26,21834,15.98,1800,1,0,0,0,1,0,0,0
61,23310,0,20667,18.03,1080,0,0,0,1,0,0,0,0
58,49787,16,23224,5.28,720,1,1,0,0,0,0,0,0
33,75657,16,30223,5.27,1080,1,0,0,0,0,1,0,0
50,62625,6,32802,19.66,720,1,1,0,0,0,0,0,0
24,28340,2,16095,7.88,1800,0,0,1,1,0,0,0,0
54,22501,4,32189,18.31,3600,0,0,1,0,0,0,0,0
42,38380,29,15849,16.92,1800,1,1,0,0,1,0,0,0
48,97211,13,8720,12.8,3600,1,1,0,1,0,0,0,0
62,154539,10,18111,5.64,360,1,1,0,0,0,0,1,0
30,103770,24,21434,8.08,720,1,0,1,0,0,0,0,1
37,112922,27,8717,6.0,360,1,1,0,0,1,0,0,0
66,57040,26,29700,16.68,720,1,0,0,0,1,0,0,0
31,21051,29,29776,12.55,1080,0,0,0,0,0,0,1,0
28,45563,2,17747,19.8,720,1,1,0,0,0,0,0,1
29,51263,5,18893,13.05,3600,0,0,0,0,0,0,1,0
63,44434,6,2073,6.69,360,1,0,1,0,0,0,1,0
36,61871,18,27694,6.51,720,1,0,1,0,0,0,0,1
57,78030,8,24174,12.86,1080,1,0,1,1,0,0,0,0
26,99888,1,15957,13.76,1800,1,0,0,0,0,1,0,0
65,50671,27,34214,7.33,720,1,1,0,0,0,0,0,1
32,19105,11,20193,7.3,1800,0,1,0,1,0,0,0,0
59,44813,6,17924,18.73,360,1,0,0,1,0,0,0,0
61,61465,9,27324,17.67,360,0,0,1,1,0,0,0,0
28,124702,19,26502,5.15,360,1,0,1,0,1,0,0,0
69,42587,14,13557,16.2,1800,1,0,1,0,0,0,0,0
46,81432,24,22793,12.91,3600,1,0,1,0,0,0,0,1
21,71257,1,32173,14.68,360,1,0,1,0,0,0,0,1
24,61472,1,29703,5.59,1080,1,0,0,0,0,0,1,0
48,104644,26,11621,11.56,360,1,1,0,0,0,0,0,1
56,40275,25,26276,12.1,1080,1,1,0,1,0,0,0,0
57,42399,18,13050,6.92,3600,1,0,0,0,0,1,0,0
38,59448,5,18736,18.94,1080,1,0,1,0,0,1,0,0
27,40778,19,15480,5.18,720,1,0,0,0,0,0,1,0
67,81211,12,14504,6.41,1800,1,0,0,0,0,0,0,1
64,39029,19,28028,13.53,3600,0,0,0,0,0,1,0,0
20,68581,1,15093,5.06,360,1,0,1,0,0,0,0,1
41,56381,17,20902,19.91,720,1,0,0,0,0,0,1,0
36,68115,15,32847,5.45,1080,1,0,1,0,0,0,0,1
26,45440,10,31540,14.46,720,0,0,0,0,0,0,1,0
44,48851,25,11711,10.42,720,1,1,0,0,0,0,0,0
64,63424,24,4094,6.69,3600,1,0,1,0,0,1,0,0
23,67591,2,3828,17.95,720,1,0,0,0,0,0,1,0
55,59723,0,17615,13.19,3600,1,0,0,0,0,0,1,0
25,166577,0,12430,15.07,360,1,0,0,0,0,0,1,0
50,33042,6,8740,16.79,720,1,0,1,0,0,0,1,0
38,57611,25,5186,13.28,360,1,0,1,0,0,0,1,0
63,23291,6,4669,8.78,3600,1,0,0,0,0,0,1,0
58,74850,3,17276,9.68,1800,1,0,1,0,0,0,0,1
46,30664,13,12069,17.38,360,1,1,0,0,1,0,0,0
29,50666,23,31073,16.79,3600,0,1,0,1,0,0,0,0
45,47894,4,9187,5.22,1080,1,0,1,0,0,0,1,0
38,70865,21,14596,13.68,720,1,0,0,1,0,0,0,0
58,42972,11,3124,16.3,1800,1,0,1,0,0,0,0,0
22,41890,3,34627,6.51,1080,0,1,0,0,1,0,0,0
64,141706,2,33853,14.2,720,1,0,1,0,0,0,0,0
32,71021,17,5781,11.99,360,1,1,0,0,0,1,0,0
69,42760,23,14241,8.27,3600,1,0,1,0,0,0,1,0
47,51508,26,32899,14.56,3600,0,0,0,0,1,0,0,0
39,160686,4,31830,9.49,1080,1,0,0,0,0,1,0,0
47,51994,25,14480,8.0,1800,1,0,0,0,0,1,0,0
27,39594,5,29072,11.74,1800,0,0,0,0,0,1,0,0
60,39695,13,14459,14.02,3600,1,0,0,0,0,1,0,0
58,43067,5,5094,11.49,360,1,0,0,0,0,0,0,1
20,41910,1,6745,18.66,1080,1,1,0,0,0,0,1,0
22,27783,3,14177,18.5,1080,1,1,0,0,0,0,0,1
32,30499,22,5785,10.54,3600,1,0,0,0,0,1,0,0
47,36403,11,1159,8.17,3600,1,0,0,0,0,0,1,0
68,85386,27,16676,18.5,360,1,0,1,0,0,0,0,0
44,47631,25,2364,11.25,1080,1,0,0,0,0,0,0,1
52,52875,11,29885,9.66,1080,1,0,1,0,0,0,0,0
57,128290,28,31164,19.37,1800,1,0,0,0,0,0,1,0
25,130223,7,21163,12.39,1800,1,0,0,0,1,0,0,0
63,50550,22,8019,18.11,360,1,0,0,0,0,1,0,0
64,41006,19,28914,5.14,1080,1,0,1,0,0,0,1,0
51,35644,24,15087,5.82,360,1,0,0,0,0,1,0,0
64,90732,1,23275,12.18,3600,1,0,0,0,0,0,0,0
66,52953,29,18993,14.78,720,1,0,0,0,0,0,1,0
40,47481,4,14348,12.19,1800,1,1,0,0,0,0,1,0
35,36746,29,21816,12.11,1080,1,0,1,0,0,0,1,0
40,37729,17,15477,9.95,1800,1,0,1,0,0,0,0,1
30,72550,23,25410,11.84,3600,1,0,1,1,0,0,0,0
56,27193,24,2527,17.5,720,1,1,0,0,1,0,0,0
55,108762,2,4351,16.42,3600,0,0,1,0,0,0,0,1
54,43464,15,26937,8.44,1800,0,1,0,0,0,0,0,0
38,54732,4,23334,15.78,1080,1,0,0,0,0,1,0,0
39,26844,8,28663,15.26,3600,0,1,0,0,0,0,0,0
37,59431,5,20106,7.0,1080,1,0,1,0,0,0,1,0
66,49168,18,24747,17.95,3600,1,1,0,1,0,0,0,0
60,58101,21,21705,5.9,1080,1,0,0,0,0,0,1,0
68,144787,24,34494,5.07,360,1,1,0,0,0,0,0,1
33,66610,26,16351,17.08,1080,1,0,1,0,0,1,0,0
34,37168,26,21041,14.72,720,1,0,0,0,1,0,0,0
50,39073,15,12331,7.85,1800,1,0,0,0,0,0,0,0
20,85569,3,19187,15.87,360,1,0,1,0,0,0,0,1
22,130511,0,31580,18.19,3600,0,0,1,1,0,0,0,0
35,70908,3,16684,7.65,3600,1,1,0,0,0,0,0,1
42,90511,15,29127,10.02,1800,1,0,1,0,0,0,0,1
30,86322,19,23687,17.32,1800,0,0,1,1,0,0,0,0
31,140286,16,15739,16.43,360,1,1,0,0,0,0,0,0
29,18587,18,23784,14.09,360,0,0,1,0,0,1,0,0
51,89351,27,3252,10.84,720,1,0,1,0,0,0,0,1
35,108038,24,22858,11.23,360,1,0,0,0,0,0,1,0
27,26816,16,15300,11.49,3600,0,1,0,0,0,0,0,0
57,35192,12,11293,18.87,720,1,0,0,0,0,0,0,0
31,35937,1,31338,12.83,1800,0,0,0,0,1,0,0,0
43,38666,1,4861,12.66,1080,1,0,0,0,1,0,0,0
47,44845,23,6581,10.5,360,1,0,1,1,0,0,0,0
27,69255,21,7070,14.58,1080,1,1,0,0,0,0,0,0
47,100650,22,7539,13.31,720,1,1,0,0,1,0,0,0
55,114552,26,11417,14.82,1800,1,0,0,0,0,0,1,0
45,36217,3,28329,19.12,1800,0,1,0,0,0,0,0,0
27,36068,15,9288,17.08,360,1,0,1,0,0,1,0,0
69,131859,26,4045,5.94,3600,1,1,0,1,0,0,0,0
47,88260,3,33206,19.75,360,1,0,1,0,0,0,1,0
47,62926,19,22898,8.66,360,1,0,0,0,0,1,0,0
56,79538,11,29817,14.65,1080,1,1,0,1,0,0,0,0
60,58812,21,15898,14.31,1080,1,0,0,1,0,0,0,0
55,82022,27,26816,5.67,1800,1,0,1,0,0,1,0,0
46,48940,27,3625,19.8,1800,1,1,0,0,0,0,0,0
36,70353,28,22961,11.46,3600,0,1,0,0,0,0,1,0
28,24189,28,17886,17.16,720,0,0,0,0,0,0,1,0
52,39629,19,21583,10.75,1080,1,0,0,0,0,0,0,1
39,39886,13,10309,10.61,720,1,0,0,0,0,0,0,1
32,47827,0,15341,14.98,360,1,1,0,1,0,0,0,0
47,34340,16,16841,10.12,360,1,0,0,0,0,0,0,1
67,43472,23,31193,11.45,1800,0,0,1,0,0,0,1,0
48,24133,17,22327,12.13,1800,0,1,0,0,0,0,1,0
32,83218,11,13306,11.47,3600,1,0,0,0,0,0,0,1
65,56982,24,18192,9.64,720,1,1,0,0,0,0,0,1
54,21522,9,19806,16.91,1080,0,0,1,0,1,0,0,0
25,36282,23,27024,17.03,3600,0,0,1,0,1,0,0,0
37,73273,14,17369,16.66,360,1,0,0,1,0,0,0,0
24,43225,0,23534,5.31,1800,0,0,1,0,0,0,1,0
66,39412,25,16893,12.77,360,1,0,1,0,1,0,0,0
44,57253,10,18020,17.12,360,1,0,1,0,0,0,0,0
21,73582,1,30695,5.1,360,1,0,0,0,0,0,1,0
29,25290,24,7162,8.57,3600,1,0,1,1,0,0,0,0
49,83289,19,33814,12.93,3600,1,0,0,0,0,1,0,0
69,37042,6,11095,10.68,1080,1,0,0,0,1,0,0,0
64,59233,19,1623,16.81,1800,1,0,1,0,0,0,0,1
24,58615,2,31204,13.32,1800,1,1,0,0,0,1,0,0
52,43641,18,15864,15.47,1080,1,0,1,0,0,0,0,1
20,32396,0,7689,5.45,720,1,0,0,0,0,0,0,1
37,50442,0,16341,7.05,720,1,0,1,0,0,0,0,0
51,158767,17,27068,12.61,1800,1,0,1,0,0,0,0,0
66,26449,22,1284,17.36,3600,1,0,0,0,0,0,0,1
68,165278,21,34139,6.03,3600,1,0,1,0,0,0,1,0
30,51234,14,18925,5.29,3600,1,1,0,1,0,0,0,0
40,61158,12,31659,14.72,720,1,0,0,1,0,0,0,0
45,31193,23,31743,11.84,1800,0,0,0,0,0,0,0,1
44,37693,26,23506,9.45,1080,0,0,1,1,0,0,0,0
41,44278,15,24699,7.2,720,1,0,0,1,0,0,0,0
46,31970,18,22842,9.41,720,0,0,1,0,0,0,1,0
68,52820,5,1720,8.96,360,1,1,0,0,1,0,0,0
32,46900,27,24731,5.8,1800,1,0,0,0,0,0,1,0
52,181764,21,15935,14.01,360,1,0,1,0,0,0,0,1
53,29744,27,28738,17.82,360,0,1,0,0,1,0,0,0
60,63679,15,23090,15.9,3600,1,1,0,1,0,0,0,0
54,69473,17,12990,14.26,720,1,0,0,0,0,0,0,1
20,31502,3,22944,9.49,720,1,0,1,0,0,0,1,0
40,90408,17,21416,12.91,720,1,0,1,1,0,0,0,0
67,47145,8,31915,9.11,360,1,1,0,0,0,0,1,0
25,13420,12,18228,7.27,3600,0,0,0,0,0,1,0,0
47,88957,15,34182,6.41,1800,1,1,0,0,1,0,0,0
36,30633,21,27398,6.25,3600,0,0,1,1,0,0,0,0
24,31931,0,2183,11.96,360,1,0,1,0,0,1,0,0
50,90467,25,4495,15.81,720,1,0,1,0,0,1,0,0
24,48615,3,19790,12.03,360,1,0,0,0,0,0,1,0
57,103845,0,29396,13.89,3600,1,0,0,0,0,0,1,0
22,123760,2,14239,13.49,1800,1,0,1,0,0,0,0,0
42,40661,28,12576,9.59,720,1,1,0,0,1,0,0,0
56,96370,7,15453,18.81,1080,1,1,0,1,0,0,0,0
56,38052,9,19864,16.04,1080,1,1,0,0,1,0,0,0
29,228632,6,25369,15.84,3600,1,1,0,0,0,0,0,0
29,39506,2,8792,12.61,1800,1,0,0,0,1,0,0,0
38,110818,12,2968,7.85,1800,1,1,0,0,0,0,0,1
36,99337,19,15762,11.45,720,1,0,0,0,0,0,0,1
40,72377,10,10792,8.36,1800,1,1,0,0,1,0,0,0
33,40041,22,26415,7.84,1800,1,0,1,0,0,0,1,0
28,54674,19,25514,6.52,1080,1,0,0,0,0,0,0,1
65,16446,4,31377,9.02,3600,0,0,1,0,0,1,0,0
20,68504,1,10854,15.11,1080,1,0,0,0,1,0,0,0
64,73848,11,30731,16.62,1080,1,1,0,0,0,0,0,1
32,64867,15,28375,19.02,360,1,0,0,0,0,0,0,0
23,10056,3,22462,12.43,3600,0,1,0,1,0,0,0,0
20,28018,3,16105,14.84,1080,0,0,1,0,0,0,1,0
68,38221,20,23998,19.17,1800,0,0,1,1,0,0,0,0
59,71324,25,22238,15.08,1800,1,0,0,0,0,0,1,0
51,71225,29,22570,15.66,360,1,0,0,0,1,0,0,0
53,54060,9,24245,16.71,1080,1,0,0,0,0,0,0,1
47,87653,12,23363,8.66,1080,1,0,0,0,0,0,0,1
50,32346,29,20978,16.59,720,1,0,1,0,0,0,1,0
27,86348,11,25093,18.38,3600,0,0,1,1,0,0,0,0
58,79606,3,10452,5.99,3600,1,0,0,0,0,1,0,0
45,75096,18,24169,18.61,1800,1,0,0,0,0,0,1,0
53,53678,11,13421,9.54,360,1,0,0,0,1,0,0,0
22,179592,1,15115,17.9,3600,1,1,0,0,0,1,0,0
69,80492,0,1641,5.75,720,1,0,0,0,0,0,0,0
31,33489,9,4522,18.86,360,1,0,1,0,0,0,1,0
20,69493,0,16574,9.77,720,1,0,1,0,0,0,1,0
63,94041,25,18779,16.59,1800,1,1,0,0,0,1,0,0
24,42071,0,29799,6.32,360,0,0,1,0,1,0,0,0
49,115100,1,24857,17.14,360,1,0,0,0,0,1,0,0
49,75298,4,18731,10.27,1080,1,0,1,0,1,0,0,0
36,14683,20,15077,18.37,1080,0,0,1,0,0,0,0,1
67,71668,25,6270,12.73,360,1,1,0,1,0,0,0,0
66,46928,26,20563,18.62,720,1,0,0,0,1,0,0,0
42,82644,16,6607,12.78,720,1,0,1,0,0,0,0,1
34,105506,3,25190,18.05,720,1,0,1,0,0,0,0,1
56,67312,6,29486,12.63,360,1,0,1,0,0,1,0,0
40,162616,14,15033,11.52,1080,1,0,1,0,1,0,0,0
33,53786,0,14309,16.39,3600,0,0,0,0,0,0,1,0
21,87106,2,33133,10.38,1080,1,0,1,0,0,0,1,0
30,97048,28,20436,16.12,1800,1,0,1,0,0,1,0,0
58,56477,13,34850,11.66,1080,1,0,0,0,0,0,1,0
57,95536,25,24499,7.8,720,1,0,1,0,1,0,0,0
